States,year,quarter,District,trans_counts,amount
Manipur,2021,3,Tamenglong District,33266,108769884.2048046
Manipur,2021,3,Kamjong District,7567,32384455.496498212
Manipur,2021,3,Chandel District,36126,116052040.7894788
Manipur,2021,3,Bishnupur District,104901,320379628.19769484
Manipur,2021,3,Senapati District,30580,94805880.65418251
Manipur,2021,3,Pherzawl District,2176,6654015.070624737
Manipur,2021,3,Churachandpur District,109913,397548796.56202096
Manipur,2021,3,Tengnoupal District,32351,133669134.5931719
Manipur,2021,3,Imphal West District,3027735,7437068961.027055
Manipur,2021,4,Kangpokpi District,107329,318563859.8204655
Manipur,2021,4,Noney District,18970,68519523.59000592
Manipur,2021,4,Imphal East District,268205,853764884.9988655
Manipur,2021,4,Thoubal District,130316,393043161.28167003
Manipur,2021,4,Kakching District,43224,130159064.31913412
Manipur,2021,4,Jiribam District,30742,97241435.32166685
Manipur,2021,4,Ukhrul District,38665,142778895.3
Manipur,2021,4,Tamenglong District,40279,140792582.9323008
Manipur,2021,4,Kamjong District,8685,32152837.66
Manipur,2021,4,Chandel District,39891,131651667.09783672
Manipur,2021,4,Bishnupur District,113386,369885898.8351996
Manipur,2021,4,Senapati District,33983,119108747.24317981
Manipur,2021,4,Pherzawl District,2553,4851553.5065681385
Manipur,2021,4,Churachandpur District,121140,446895232.6851511
Manipur,2021,4,Tengnoupal District,40383,154956864.2361688
Manipur,2021,4,Imphal West District,3649688,9254105829.377777
Manipur,2022,1,Kangpokpi District,120614,361422857.4778744
Manipur,2022,1,Noney District,21683,81975537.65019314
Manipur,2022,1,Imphal East District,298053,926298622.7916505
Manipur,2022,1,Thoubal District,159443,465999965.9324683
Manipur,2022,1,Kakching District,45714,129009720.3630175
Manipur,2022,1,Jiribam District,33214,106952141.35335831
Manipur,2022,1,Ukhrul District,45977,163211543.8876433
Manipur,2022,1,Tamenglong District,53325,182059187.8775179
Manipur,2022,1,Kamjong District,10050,38396927.57850355
Manipur,2022,1,Chandel District,46964,156821048.3314056
Manipur,2022,1,Bishnupur District,129775,410979761.5959294
Manipur,2022,1,Senapati District,41815,150533112.28282663
Manipur,2022,1,Pherzawl District,3014,6196514.842
Manipur,2022,1,Churachandpur District,132079,478282953.14129984
Manipur,2022,1,Tengnoupal District,42399,154983910.95505172
Manipur,2022,1,Imphal West District,4129560,10331377272.313229
Manipur,2022,2,Kangpokpi District,127346,360381229.2430087
Manipur,2022,2,Noney District,23197,84254940.12916884
Manipur,2022,2,Imphal East District,334382,1017003992.8811901
Manipur,2022,2,Thoubal District,179962,489921006.2514488
Manipur,2022,2,Kakching District,45754,124881636.1664599
Manipur,2022,2,Jiribam District,32691,103428721.09010841
Manipur,2022,2,Ukhrul District,48388,165524493.50724018
Manipur,2022,2,Tamenglong District,48779,158669784.21199042
Manipur,2022,2,Kamjong District,10915,37728133.78568862
Manipur,2022,2,Chandel District,44845,161255425.28835762
Manipur,2022,2,Bishnupur District,132234,427663723.98262036
Manipur,2022,2,Senapati District,43777,137415599.8970158
Manipur,2022,2,Pherzawl District,2855,8843983.191407474
Manipur,2022,2,Churachandpur District,130821,445674066.47566885
Manipur,2022,2,Tengnoupal District,41686,165158485.2610599
Manipur,2022,2,Imphal West District,4858000,11035105413.78687
Manipur,2022,3,Kangpokpi District,137088,382055039.8651606
Manipur,2022,3,Noney District,24931,85439369.23237865
Manipur,2022,3,Imphal East District,401052,1106024473.265097
Manipur,2022,3,Thoubal District,198398,502784611.8050358
Manipur,2022,3,Kakching District,114178,269711112.4549243
Manipur,2022,3,Jiribam District,39634,115824259.8786857
Manipur,2022,3,Ukhrul District,48127,165404721.9164956
Manipur,2022,3,Tamenglong District,48889,150947198.9523353
Manipur,2022,3,Kamjong District,10597,34540807.45741892
Manipur,2022,3,Chandel District,43042,139937266.69668728
Manipur,2022,3,Bishnupur District,126573,397535713.95992273
Manipur,2022,3,Senapati District,46116,141106697.6418018
Manipur,2022,3,Pherzawl District,3137,8974350.656289712
Manipur,2022,3,Churachandpur District,200968,560754898.7150536
Manipur,2022,3,Tengnoupal District,44324,167247032.0149524
Manipur,2022,3,Imphal West District,4865688,11153142712.787481
Manipur,2022,4,Kangpokpi District,195796,499527018.9345386
Manipur,2022,4,Noney District,26985,75780551.02724609
Manipur,2022,4,Imphal East District,417476,1124061241.845398
Manipur,2022,4,Thoubal District,252156,642341521.1672155
Manipur,2022,4,Kakching District,205827,477287512.8489387
Manipur,2022,4,Jiribam District,43510,122910899.3036135
Manipur,2022,4,Ukhrul District,48379,164810102.8
Manipur,2022,4,Tamenglong District,51040,160602196.99791262
Manipur,2022,4,Kamjong District,12943,35804745.19811843
Manipur,2022,4,Chandel District,45646,133101652.3013483
Manipur,2022,4,Bishnupur District,134155,398215642.6664851
Manipur,2022,4,Senapati District,63745,180730794.84235078
Manipur,2022,4,Pherzawl District,3998,12008369.412046429
Manipur,2022,4,Churachandpur District,139622,418292018.1391273
Manipur,2022,4,Tengnoupal District,49553,175755833.19199598
Manipur,2022,4,Imphal West District,4737839,11004726597.69887
Meghalaya,2018,1,North Garo Hills District,922,652554.6654640209
Meghalaya,2018,1,South West Khasi Hills District,319,489330.8331522482
Meghalaya,2018,1,West Garo Hills District,7660,9199200.848858135
Meghalaya,2018,1,South Garo Hills District,705,807410.0407250253
Meghalaya,2018,1,East Jaintia Hills District,4896,8299361.376028441
Meghalaya,2018,1,South West Garo Hills District,798,1015597.2351604333
Meghalaya,2018,1,East Khasi Hills District,23283,31807959.17537334
Meghalaya,2018,1,East Garo Hills District,749,781579.3759249721
Meghalaya,2018,1,Ribhoi District,6029,8736566.953918608
Meghalaya,2018,1,West Jaintia Hills District,3131,2812937.948004551
Meghalaya,2018,1,West Khasi Hills District,1079,1647761.3372907462
Meghalaya,2018,2,North Garo Hills District,1403,1278347.188045342
Meghalaya,2018,2,South West Khasi Hills District,396,311487.1929993931
Meghalaya,2018,2,West Garo Hills District,10651,19685429.15426454
Meghalaya,2018,2,South Garo Hills District,1103,1553253.9322072896
Meghalaya,2018,2,East Jaintia Hills District,6004,13059945.84304524
Meghalaya,2018,2,South West Garo Hills District,1767,1724404.6747075585
Meghalaya,2018,2,East Khasi Hills District,33966,61180700.479729906
Meghalaya,2018,2,East Garo Hills District,832,1032161.1690227182
Meghalaya,2018,2,Ribhoi District,8761,14181827.91983224
Meghalaya,2018,2,West Jaintia Hills District,2232,2312980.3326936862
Meghalaya,2018,2,West Khasi Hills District,742,684129.9552836155
Meghalaya,2018,3,North Garo Hills District,2271,1976480.2056813869
Meghalaya,2018,3,South West Khasi Hills District,1032,1016289.6491765348
Meghalaya,2018,3,West Garo Hills District,17911,31488596.439377252
Meghalaya,2018,3,South Garo Hills District,2110,2467349.2565310476
Meghalaya,2018,3,East Jaintia Hills District,11397,22683448.874125842
Meghalaya,2018,3,South West Garo Hills District,2740,4294444.447825844
Meghalaya,2018,3,East Khasi Hills District,54015,111173160.2625644
Meghalaya,2018,3,East Garo Hills District,1323,1963470.7809556075
Meghalaya,2018,3,Ribhoi District,13023,26072883.30165547
Meghalaya,2018,3,West Jaintia Hills District,3240,4571330.12
Meghalaya,2018,3,West Khasi Hills District,1228,2146208.196912882
Meghalaya,2018,4,North Garo Hills District,4011,4590211.2600644585
Meghalaya,2018,4,South West Khasi Hills District,1518,2669874.2649973836
Meghalaya,2018,4,West Garo Hills District,29000,52674487.37349704
Meghalaya,2018,4,South Garo Hills District,3037,6001319.0968858795
Meghalaya,2018,4,East Jaintia Hills District,20614,37885027.67424764
Meghalaya,2018,4,South West Garo Hills District,3950,4531236.407859931
Meghalaya,2018,4,East Khasi Hills District,70386,167808906.7795516
Meghalaya,2018,4,East Garo Hills District,2808,5832920.4836901445
Meghalaya,2018,4,Ribhoi District,18294,42066652.87282289
Meghalaya,2018,4,West Jaintia Hills District,4693,7562803.761
Meghalaya,2018,4,West Khasi Hills District,2821,5962239.029920495
Meghalaya,2019,1,North Garo Hills District,3816,4016398.1062618718
Meghalaya,2019,1,South West Khasi Hills District,1267,2118829.321976449
Meghalaya,2019,1,West Garo Hills District,30087,58548564.168713726
Meghalaya,2019,1,South Garo Hills District,3146,7486873.331
Meghalaya,2019,1,East Jaintia Hills District,25054,46007520.563186996
Meghalaya,2019,1,South West Garo Hills District,3819,4558241.545395774
Meghalaya,2019,1,East Khasi Hills District,101662,201352082.70276007
Meghalaya,2019,1,East Garo Hills District,3529,6495149.290021526
Meghalaya,2019,1,Ribhoi District,27304,55813436.16699861
Meghalaya,2019,1,West Jaintia Hills District,5411,7594602.551824972
Meghalaya,2019,1,West Khasi Hills District,3646,5045464.405482588
Meghalaya,2019,2,North Garo Hills District,3804,4329558.192
Meghalaya,2019,2,South West Khasi Hills District,1152,2679006.93
Meghalaya,2019,2,West Garo Hills District,32077,70701852.43602182
Meghalaya,2019,2,South Garo Hills District,3048,7076537.051932728
Meghalaya,2019,2,East Jaintia Hills District,21325,43624217.35616366
Meghalaya,2019,2,South West Garo Hills District,4563,6981663.150095232
Meghalaya,2019,2,East Khasi Hills District,126665,274701980.6037081
Meghalaya,2019,2,East Garo Hills District,3926,6785815.738085165
Meghalaya,2019,2,Ribhoi District,27488,61625177.51082604
Meghalaya,2019,2,West Jaintia Hills District,5226,9713762.898637522
Meghalaya,2019,2,West Khasi Hills District,3012,4711717.239687435
Meghalaya,2019,3,North Garo Hills District,6329,7479871.090316384
Meghalaya,2019,3,South West Khasi Hills District,2009,2418047.871266484
Meghalaya,2019,3,West Garo Hills District,45652,90390851.32626869
Meghalaya,2019,3,South Garo Hills District,4768,7846736.258536675
Meghalaya,2019,3,East Jaintia Hills District,28604,50090916.581640005
Meghalaya,2019,3,South West Garo Hills District,6405,9676872.049848383
Meghalaya,2019,3,East Khasi Hills District,156970,344129503.4634751
Meghalaya,2019,3,East Garo Hills District,5970,8134689.123280492
Meghalaya,2019,3,Ribhoi District,36292,73979318.03570686
Meghalaya,2019,3,West Jaintia Hills District,8947,11292434.23987686
Meghalaya,2019,3,West Khasi Hills District,4604,6779362.1133165285
Meghalaya,2019,4,North Garo Hills District,8449,11018090.11324269
Meghalaya,2019,4,South West Khasi Hills District,2753,4185672.1333535854
Meghalaya,2019,4,West Garo Hills District,51137,104063298.1853753
Meghalaya,2019,4,South Garo Hills District,7020,9901296.404344358
Meghalaya,2019,4,East Jaintia Hills District,31575,61615652.49744396
Meghalaya,2019,4,South West Garo Hills District,7301,11722163.479435438
Meghalaya,2019,4,East Khasi Hills District,189936,413649820.03102624
Meghalaya,2019,4,East Garo Hills District,7811,11523924.1
Meghalaya,2019,4,Ribhoi District,42953,90622918.29
Meghalaya,2019,4,West Jaintia Hills District,11750,16126169.37307124
Meghalaya,2019,4,West Khasi Hills District,5296,8007467.183
Meghalaya,2020,1,North Garo Hills District,9622,11664668.29142583
Meghalaya,2020,1,South West Khasi Hills District,3516,5420604.457110439
Meghalaya,2020,1,West Garo Hills District,65263,130098803.74893941
Meghalaya,2020,1,South Garo Hills District,10483,11902327.50751782
Meghalaya,2020,1,East Jaintia Hills District,36855,76021760.04400355
Meghalaya,2020,1,South West Garo Hills District,10582,14322530.89024009
Meghalaya,2020,1,East Khasi Hills District,280817,712010339.1765578
Meghalaya,2020,1,East Garo Hills District,10003,15050504.87949769
Meghalaya,2020,1,Ribhoi District,51789,109400759.4666921
Meghalaya,2020,1,West Jaintia Hills District,15784,22057088.945124794
Meghalaya,2020,1,West Khasi Hills District,7569,12185453.50070402
Meghalaya,2020,2,North Garo Hills District,19393,16949021.84509483
Meghalaya,2020,2,South West Khasi Hills District,5952,5344985.9066313775
Meghalaya,2020,2,West Garo Hills District,107355,178844205.7463917
Meghalaya,2020,2,South Garo Hills District,15934,18498464.712551523
Meghalaya,2020,2,East Jaintia Hills District,50077,79110098.89726548
Meghalaya,2020,2,South West Garo Hills District,20761,21835410.253734987
Meghalaya,2020,2,East Khasi Hills District,294655,669450297.8938913
Meghalaya,2020,2,East Garo Hills District,19865,19379120.25893038
Meghalaya,2020,2,Ribhoi District,60451,108416383.15117331
Meghalaya,2020,2,West Jaintia Hills District,26041,22356066.44251103
Meghalaya,2020,2,West Khasi Hills District,14911,13551099.23022138
Meghalaya,2020,3,North Garo Hills District,17943,23618250.65693206
Meghalaya,2020,3,South West Khasi Hills District,5942,8330565.372560624
Meghalaya,2020,3,West Garo Hills District,117550,249575864.65120548
Meghalaya,2020,3,South Garo Hills District,17171,23368652.179516587
Meghalaya,2020,3,East Jaintia Hills District,52534,99669877.91499354
Meghalaya,2020,3,South West Garo Hills District,19536,31848167.46098628
Meghalaya,2020,3,East Khasi Hills District,239307,571789473.6065949
Meghalaya,2020,3,East Garo Hills District,19353,30405909.146166403
Meghalaya,2020,3,Ribhoi District,64590,138771339.6540833
Meghalaya,2020,3,West Jaintia Hills District,28622,39860361.23642549
Meghalaya,2020,3,West Khasi Hills District,15031,19820539.503571283
Meghalaya,2020,4,North Garo Hills District,22048,36801863.778283074
Meghalaya,2020,4,South West Khasi Hills District,7330,18169052.92234368
Meghalaya,2020,4,West Garo Hills District,149536,362364387.9674451
Meghalaya,2020,4,South Garo Hills District,22487,34586748.62670687
Meghalaya,2020,4,East Jaintia Hills District,65059,162952261.01543322
Meghalaya,2020,4,South West Garo Hills District,24078,49584665.87626748
Meghalaya,2020,4,East Khasi Hills District,298622,777719090.1611657
Meghalaya,2020,4,East Garo Hills District,23262,41847990.16447668
Meghalaya,2020,4,Ribhoi District,90879,223682008.0301527
Meghalaya,2020,4,West Jaintia Hills District,32267,55102701.17496341
Meghalaya,2020,4,West Khasi Hills District,18440,41431802.48173465
Meghalaya,2021,1,North Garo Hills District,18850,37908696.16305937
Meghalaya,2021,1,South West Khasi Hills District,6212,18881726.27814512
Meghalaya,2021,1,West Garo Hills District,133362,370492803.5429464
Meghalaya,2021,1,South Garo Hills District,19054,44351833.96
Meghalaya,2021,1,East Jaintia Hills District,70732,205454314.7964044
Meghalaya,2021,1,South West Garo Hills District,18591,41861206.69737828
Meghalaya,2021,1,East Khasi Hills District,322156,915771307.2291535
Meghalaya,2021,1,East Garo Hills District,18473,40212217.237080485
Meghalaya,2021,1,Ribhoi District,98957,266571316.12978172
Meghalaya,2021,1,West Jaintia Hills District,24312,53826602.11269104
Meghalaya,2021,1,West Khasi Hills District,16947,60183253.846965134
Meghalaya,2021,2,North Garo Hills District,25028,37984069.23193223
Meghalaya,2021,2,South West Khasi Hills District,7218,17922261.88644618
Meghalaya,2021,2,West Garo Hills District,174186,437555569.84538835
Meghalaya,2021,2,South Garo Hills District,21894,48819031.95729189
Meghalaya,2021,2,East Jaintia Hills District,87223,205906820.9
Meghalaya,2021,2,South West Garo Hills District,24491,47526700.898553595
Meghalaya,2021,2,East Khasi Hills District,386773,994348113.9313933
Meghalaya,2021,2,East Garo Hills District,24431,42603145.83447135
Meghalaya,2021,2,Ribhoi District,111231,265892507.53668693
Meghalaya,2021,2,West Jaintia Hills District,30529,53732989.36
Meghalaya,2021,2,West Khasi Hills District,16590,41326043.50138933
Meghalaya,2021,3,North Garo Hills District,30790,56346103.94114271
Meghalaya,2021,3,South West Khasi Hills District,8524,20862237.488949507
Meghalaya,2021,3,West Garo Hills District,207635,550868915.1603698
Meghalaya,2021,3,South Garo Hills District,23378,50417337.27842516
Meghalaya,2021,3,East Jaintia Hills District,103142,254116660.0241707
Meghalaya,2021,3,South West Garo Hills District,28662,59140851.35546415
Meghalaya,2021,3,East Khasi Hills District,475308,1267820067.264946
